timestamp,query,video_id,title,channel,url
2025-05-10 16:17:04,Best AI tools for students,znv5v96wLjM,10 Ai Tools For Students | Ai in Studies For Free,VideoWaliSarkar,https://www.youtube.com/watch?v=znv5v96wLjM
2025-05-10 16:23:25,Healthy meal prep ideas,QeNjg3M144A,Oats Omelette For WEIGHT LOSS - Healthy Breakfast / Dinner Recipe - Oats Egg Omlet | Healthy Recipes,Cook With Bijaya & Vlogs,https://www.youtube.com/watch?v=QeNjg3M144A
